Vehicle2Name	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	v_X	v_Y	v_Z	av_X	av_Y	av_Z	a_X	a_Y	a_Z	aa_X	aa_Y	aa_Z	thrust0	torque0	speed0	thrust1	torque1	speed1	thrust2	torque2	speed2	thrust3	torque3	speed3	ImageImageFile	ctes	Theta_e
SimpleFlight	0.0	0.0714993	-1.9195799999999998	-30.421999999999997	0.988118	0.0893147	-0.12476	0.00895115	0.116693	0.0983332	0.165049	1.03186	-2.20922	0.598391	2.42441	1.7853	0.100267	-9.81059	17.8004	4.8638	4.0073	-0.05327369999999999	655.9169999999999	3.86177	-0.051338999999999996	643.8969999999999	0.643358	0.00855289	262.814	1.28925	0.017139500000000002	372.042	img_SimpleFlight__0_1627900129288834800.png	1.908052805064264	0.7787605585152959
SimpleFlight	0.084	0.0918742	-1.9040099999999998	-30.4079	0.9751190000000001	0.110171	-0.188345	0.039139099999999996	0.39103699999999997	0.283641	0.16254100000000002	0.256506	-0.8882180000000001	0.971994	4.0025	2.56988	-0.37435300000000005	-5.91397	10.5332	4.15768	4.17945	-0.0555622	669.857	3.45583	-0.0459423	609.115	1.5190000000000001	0.0201939	403.833	1.3166200000000001	0.0175033	375.97	img_SimpleFlight__0_1627900129377062400.png	1.8909322059484936	0.7060812588691948
SimpleFlight	0.165	0.137744	-1.87215	-30.3966	0.9676469999999999	0.104702	-0.214482	0.0818166	0.752962	0.5075729999999999	0.106556	-0.0720052	-0.262317	1.28568	4.85005	2.9048599999999998	-1.0261200000000001	-2.39052	5.40532	3.58662	4.17945	-0.0555622	669.857	3.8695800000000005	-0.0514428	644.548	1.93547	0.0257305	455.845	1.8417700000000001	0.024484799999999998	444.673	img_SimpleFlight__0_1627900129462990800.png	1.8555715166665396	0.6716721353834657
SimpleFlight	0.24	0.20877300000000001	-1.8255400000000002	-30.3931	0.9618180000000001	0.0884065	-0.22349499999999997	0.130918	1.15747	0.7424609999999999	-0.045300599999999996	-0.19104300000000002	0.047501	1.47981	6.11346	3.4455699999999996	-3.50486	-1.5414700000000001	2.85918	1.0703200000000002	4.17945	-0.0555622	669.857	4.00283	-0.053214199999999996	655.551	2.2740099999999996	0.030231099999999997	494.105	2.2051	0.0293149	486.56	img_SimpleFlight__0_1627900129550488200.png	1.8035323286307858	0.648882134633192
SimpleFlight	0.321	0.322941	-1.7541799999999999	-30.4092	0.954421	0.064566	-0.22423800000000002	0.186089	1.64663	1.00749	-0.321787	-0.307239	0.216452	1.40401	5.32573	2.73838	-1.96523	-2.1606099999999997	1.73543	-2.75793	4.127669999999999	-0.05487380000000001	665.695	4.02124	-0.053458900000000004	657.057	4.110580000000001	0.0546467	664.316	4.0853	0.054310699999999996	662.27	img_SimpleFlight__0_1627900129638397700.png	1.7234347896545328	0.6276267695743749
SimpleFlight	0.402	0.47244899999999995	-1.66467	-30.439	0.9471860000000001	0.0347242	-0.21941999999999998	0.231273	2.0291900000000003	1.1894	-0.383424	-0.553953	0.360325	1.07521	4.22154	1.78482	0.237123	-1.11968	1.81749	-5.10794	2.43275	-0.0323413	511.06	2.35977	-0.0313711	503.336	4.17606	0.05551709999999999	669.586	4.13989	0.055036400000000006	666.68	img_SimpleFlight__0_1627900129725841500.png	1.6224704566280022	0.6087096782853579
SimpleFlight	0.483	0.6494939999999999	-1.56358	-30.4668	0.943435	-0.00633674	-0.209434	0.256958	2.33232	1.2941200000000002	-0.282977	-0.8550719999999999	0.585617	0.576964	3.47779	0.851668	1.7730599999999999	7.04175	0.594919	-6.55205	1.1345399999999999	-0.0150827	349.006	0.9889020000000001	-0.013146600000000001	325.836	4.1633	0.0553476	668.563	4.15961	0.0552985	668.2660000000001	img_SimpleFlight__0_1627900129813094200.png	1.507801292757784	0.585109580159945
SimpleFlight	0.567	0.857979	-1.45261	-30.4854	0.9443459999999999	-0.038813400000000005	-0.193004	0.26354	2.6349099999999996	1.33992	-0.17243	-0.42278999999999994	0.549197	0.0468701	3.7008400000000004	0.270185	0.8528479999999999	3.2448099999999998	-0.740665	-6.01653	0.48491300000000004	-0.0064465	228.168	0.656745	-0.00873087	265.535	4.1794400000000005	0.055562099999999996	669.857	4.01817	0.0534181	656.806	img_SimpleFlight__0_1627900129900641900.png	1.380815831660599	0.5489848648764812
SimpleFlight	0.645	1.07487	-1.3477299999999999	-30.4971	0.9493290000000001	-0.05488919999999999	-0.17739000000000002	0.25356300000000004	2.92747	1.3436	-0.138194	-0.253782	0.496539	-0.397997	3.78597	-0.163716	0.0278387	1.24306	-0.569275	-5.38019	0.899802	-0.011962100000000002	310.811	0.969199	-0.0128847	322.574	4.17945	0.0555622	669.857	4.141719999999999	0.0550606	666.827	img_SimpleFlight__0_1627900129987787900.png	1.2592420699671607	0.5088222104239729
SimpleFlight	0.726	1.3244	-1.23987	-30.5089	0.9577610000000001	-0.0639305	-0.16383499999999998	0.227519	3.23195	1.3145200000000001	-0.161224	-0.27971999999999997	0.31594	-0.8016399999999999	3.763	-0.551872	-0.653011	-0.925427	-2.49475	-4.62022	1.31028	-0.017419099999999996	375.064	1.34002	-0.0178144	379.296	4.176819999999999	0.0555273	669.6469999999999	4.177569999999999	0.055537300000000005	669.707	img_SimpleFlight__0_1627900130074450900.png	1.1321366681937366	0.4648314934782743
SimpleFlight	0.81	1.60933	-1.1318700000000002	-30.5259	0.9679180000000001	-0.0697834	-0.15495799999999998	0.185077	3.5530199999999996	1.25129	-0.25349299999999997	-0.22107399999999996	0.361058	-1.1618899999999999	3.84041	-0.950248	-1.5026	-0.419908	0.33809	-3.93751	1.7441	-0.0231863	432.722	1.7375099999999999	-0.0230987	431.903	4.17903	0.055556600000000005	669.824	4.10502	0.054572699999999995	663.8660000000001	img_SimpleFlight__0_1627900130160910300.png	1.2158539810953266	0.5742318894394562
SimpleFlight	0.891	1.90986	-1.0341	-30.5526	0.977878	-0.0728468	-0.145703	0.13122	3.86754	1.15716	-0.42040299999999997	-0.22386799999999998	0.367224	-1.43387	3.75737	-1.3281399999999999	-2.14851	-0.772493	0.0920994	-2.72986	2.16776	-0.0288185	482.423	2.15242	-0.0286147	480.714	4.1662099999999995	0.0553862	668.796	4.1772	0.0555323	669.677	img_SimpleFlight__0_1627900130247675700.png	1.05062803877843	0.5263402460899665
SimpleFlight	0.972	2.23366	-0.9444950000000001	-30.5891	0.985353	-0.07510639999999999	-0.136736	0.0688582	4.110580000000001	1.05701	-0.437432	-0.24558200000000002	0.354937	-1.54441	2.4926	-1.20254	1.0064600000000001	-0.55165	-0.219993	-0.144223	2.43405	-0.0323586	511.19599999999997	2.46392	-0.0327557	514.323	3.6014199999999996	0.047877800000000005	621.813	3.60655	0.047945999999999996	622.256	img_SimpleFlight__0_1627900130333325900.png	0.8879092232446534	0.48731026832682134
SimpleFlight	1.053	2.57432	-0.8629379999999999	-30.6205	0.988683	-0.0778789	-0.128102	0.00555457	4.29585	0.954665	-0.33312800000000004	-0.269904	0.329529	-1.47209	2.1396900000000003	-1.3464200000000002	1.37625	1.13858	-0.495123	1.87065	2.44762	-0.032539099999999994	512.62	2.47555	-0.0329103	515.536	2.22953	0.029639699999999998	489.24800000000005	2.24458	0.029839799999999996	490.898	img_SimpleFlight__0_1627900130419476100.png	0.7290801519956265	0.4542954194455906
SimpleFlight	1.128	2.90234	-0.795296	-30.6417	0.988225	-0.0813233	-0.120322	-0.048163199999999996	4.4490300000000005	0.84665	-0.23442600000000002	-0.27949	0.301321	-1.29217	1.9544700000000002	-1.5392299999999999	1.2147299999999999	-0.474505	-0.348057	2.87489	2.8950400000000003	-0.038487	557.507	2.88908	-0.0384079	556.933	1.6616099999999998	0.0220897	422.365	1.70312	0.0226416	427.608	img_SimpleFlight__0_1627900130503098500.png	0.5867323575880725	0.4236708382201145
SimpleFlight	1.203	3.24136	-0.736308	-30.656	0.9854879999999999	-0.0856642	-0.11260899999999999	-0.0937791	4.58905	0.723901	-0.151632	-0.27381700000000003	0.274942	-1.05261	1.77771	-1.7322	0.995707	2.6425	-0.353786	3.4783800000000005	3.14757	-0.0418443	581.314	3.14303	-0.0417839	580.895	1.48135	0.0196933	398.79699999999997	1.51952	0.020200799999999998	403.903	img_SimpleFlight__0_1627900130588363800.png	0.4502315534692249	0.39207550609046926
