Vehicle2Name	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	v_X	v_Y	v_Z	av_X	av_Y	av_Z	a_X	a_Y	a_Z	aa_X	aa_Y	aa_Z	thrust0	torque0	speed0	thrust1	torque1	speed1	thrust2	torque2	speed2	thrust3	torque3	speed3	ImageImageFile	ctes	Theta_e
SimpleFlight	0.0	-0.0103747	-5.13255	-30.439	0.993767	0.107797	-0.00406188	0.0281199	0.00120876	0.08709270000000001	0.049899400000000003	2.45118	-0.119405	0.504984	0.0223047	2.23727	-0.752765	-2.15327	-0.222031	5.20604	2.88789	-0.0383921	556.818	4.17715	-0.0555316	669.673	1.11875	0.014872799999999999	346.569	0.0033854999999999996	4.50073e-05	19.0649	img_SimpleFlight__0_1627900280496130700.png	5.117542050832415	1.6354580294030732
SimpleFlight	0.081	-0.0102244	-5.11607	-30.4369	0.9813149999999999	0.183806	-0.0108245	0.05584159999999999	0.00231783	0.34533800000000003	-0.00156377	1.39954	-0.150635	0.889495	0.00856027	4.08231	-0.843442	-8.8737	-0.117278	4.4471	4.17909	-0.05555740000000001	669.829	3.82939	-0.050908499999999995	641.192	1.1593799999999999	0.015413	352.806	1.59545	0.021210200000000002	413.871	img_SimpleFlight__0_1627900280581524400.png	5.101101060770404	1.6426244716808964
SimpleFlight	0.162	-0.0100197	-5.07322	-30.44	0.969276	0.224867	-0.0224314	0.09713630000000001	0.00257321	0.72842	-0.07660349999999999	0.640814	-0.13331600000000002	1.2207299999999999	-0.00209113	5.26532	-0.991732	-10.912	0.49115200000000003	3.7248699999999997	4.17945	-0.0555622	669.857	4.02079	-0.053453	657.02	1.6639400000000002	0.022120599999999997	422.661	1.87802	0.0249666	449.027	img_SimpleFlight__0_1627900280666760300.png	5.058367092443045	1.6458035667416078
SimpleFlight	0.24	-0.0098121	-4.99955	-30.4496	0.9596020000000001	0.23660100000000003	-0.037151199999999995	0.14765999999999999	0.00302282	1.1691799999999999	-0.17536	0.10588099999999999	-0.0670018	1.4890700000000001	0.0182467	5.95174	-1.53552	-4.66739	1.09933	3.12213	4.17945	-0.0555622	669.857	4.02022	-0.053445400000000004	656.9730000000001	2.0882099999999997	0.027761	473.49	2.23686	0.0297371	490.05199999999996	img_SimpleFlight__0_1627900280752744800.png	4.984907904358652	1.6467507300547124
SimpleFlight	0.327	-0.00942716	-4.8749	-30.4713	0.9473799999999999	0.23126100000000002	-0.054792099999999996	0.21444699999999997	0.006484899999999999	1.70016	-0.333636	-0.17263399999999998	0.0399373	1.73527	0.0632473	6.2068	-2.12608	-1.97511	1.30955	2.52504	4.17945	-0.0555622	669.857	4.0728	-0.054144399999999995	661.2560000000001	2.51008	0.0333694	519.119	2.55442	0.0339589	523.684	img_SimpleFlight__0_1627900280839192300.png	4.860611956664508	1.6455218735652366
SimpleFlight	0.405	-0.00868504	-4.72337	-30.5044	0.9319379999999999	0.21748299999999998	-0.0697166	0.28165999999999997	0.013092500000000002	2.1848400000000003	-0.520709	-0.27131500000000003	0.13932999999999998	1.9125400000000001	0.105206	6.192069999999999	-2.67288	-1.1866700000000001	0.5614140000000001	2.03229	4.17945	-0.0555622	669.857	4.1044	-0.054564499999999995	663.816	2.8252200000000003	0.0375589	550.744	2.8167	0.037445599999999996	549.9119999999999	img_SimpleFlight__0_1627900280924757500.png	4.709490847019805	1.6433437852093071
SimpleFlight	0.486	-0.00721937	-4.52655	-30.5551	0.908278	0.202449	-0.0874505	0.355526	0.024353599999999996	2.67367	-0.735855	-0.305733	0.040953199999999995	2.05593	0.206125	6.10286	-3.03154	-1.32899	0.839108	1.5843399999999999	3.79225	-0.0504147	638.075	4.17269	-0.05547230000000001	669.316	3.00806	0.0399895	568.285	2.98535	0.03968769999999999	566.136	img_SimpleFlight__0_1627900281012799700.png	4.513162582251616	1.6402277166982462
SimpleFlight	0.567	-0.00437099	-4.29084	-30.6235	0.877444	0.180637	-0.107607	0.431142	0.047322300000000005	3.11366	-0.891819	-0.406062	0.0793548	2.17513	0.313606	3.9921699999999998	0.876394	0.506215	1.7009400000000001	1.31425	4.17624	-0.055519500000000006	669.6	4.16944	-0.055429099999999995	669.055	3.3810300000000004	0.044947900000000006	602.487	3.32522	0.044206	597.494	img_SimpleFlight__0_1627900281099117500.png	4.277955716198291	1.6341390256337045
SimpleFlight	0.651	0.000736013	-4.01786	-30.69	0.8372450000000001	0.150687	-0.128113	0.5098050000000001	0.0753635	3.36636	-0.6561670000000001	-0.504297	0.16102	2.26557	0.394298	2.54453	3.59079	0.973108	1.94345	0.369151	2.6478900000000003	-0.0352015	533.179	2.5802099999999997	-0.0343018	526.321	1.99089	0.026467200000000003	462.324	1.92429	0.0255818	454.526	img_SimpleFlight__0_1627900281187434300.png	4.005416531598562	1.6269526448315383
SimpleFlight	0.735	0.00864313	-3.72674	-30.7316	0.791369	0.114678	-0.145271	0.582649	0.11608299999999999	3.5618199999999995	-0.3354	-0.562529	0.28215300000000004	2.0164	0.622254	2.29395	3.5685599999999997	2.06503	1.84571	-5.716880000000001	1.43992	-0.0191425	393.18	1.4006399999999999	-0.018620400000000002	387.781	2.20166	0.029269200000000002	486.181	2.0838900000000002	0.027703500000000002	472.999	img_SimpleFlight__0_1627900281273912400.png	3.7145735721525397	1.6167567521824528
SimpleFlight	0.816	0.0206605	-3.43011	-30.7496	0.7530100000000001	0.0771945	-0.155815	0.634616	0.18675999999999998	3.76421	-0.125082	-0.612921	0.407669	1.4321	1.0653	2.43788	2.30297	0.439154	1.4450399999999999	-7.5389800000000005	0.048523500000000004	-0.000645079	72.1771	0.00563577	-7.49228e-05	24.598000000000003	3.79742	0.0504834	638.509	3.7028800000000004	0.0492267	630.512	img_SimpleFlight__0_1627900281361018800.png	3.4179151114640547	1.599762133653064
SimpleFlight	0.891	0.038009100000000004	-3.1411700000000002	-30.7527	0.729194	0.041378899999999996	-0.160891	0.663836	0.280416	3.9369400000000003	0.0393981	-0.6559189999999999	0.530459	0.867763	1.44075	2.15378	2.09579	-1.6858400000000002	1.9941799999999998	-7.514410000000001	0.06357259999999999	-0.0008451439999999999	82.6148	0.0006862130000000001	-9.12262e-06	8.583269999999999	4.1794400000000005	0.055562099999999996	669.857	4.12217	0.054800800000000004	665.252	img_SimpleFlight__0_1627900281447204900.png	3.128504661587061	1.5782293369458709
SimpleFlight	0.972	0.06589600000000001	-2.81567	-30.7427	0.718437	0.00137845	-0.162328	0.676384	0.41412	4.09439	0.20768000000000003	-0.699047	0.676089	0.25909499999999996	1.8860400000000002	1.7398099999999999	1.97965	-1.68983	2.3821	-7.48429	0.0971041	-0.00129092	102.104	0.00279781	-3.71945e-05	17.3313	4.17945	0.0555622	669.857	4.14153	0.0550582	666.812	img_SimpleFlight__0_1627900281535421000.png	2.801820088500275	1.5485356671177937
SimpleFlight	1.056	0.10798900000000002	-2.46615	-30.7186	0.72433	-0.0411695	-0.16029200000000002	0.669297	0.6003229999999999	4.2230300000000005	0.345387	-0.72834	0.803654	-0.343265	2.7558599999999998	1.40992	0.63436	-1.39614	2.12143	-6.2157	0.0159231	-0.00021168400000000001	41.3463	0.06405419999999999	-0.000851546	82.9272	4.17945	0.0555622	669.857	4.1279699999999995	0.0548779	665.72	img_SimpleFlight__0_1627900281621668800.png	2.450074963297399	1.5081276807421986
